ts,angular velocity
1652170337239130.0,-0.024624218998619805
1652170337338752.0,-0.04021931584831961
1652170337438372.0,-0.0667276678699542
1652170337538045.0,-0.08968511862847832
1652170337637612.0,-0.1023435953688103
1652170337737229.0,-0.11739414347811741
1652170337836904.0,-0.1374296087834179
1652170337936578.0,-0.14965748928417588
1652170338036255.0,-0.15893462809871312
1652170338135988.0,-0.16685854438735062
1652170338235719.0,-0.19124807266516308
1652170338335561.0,-0.20207846140976982
1652170338435409.0,-0.20000299877132888
1652170338535306.0,-0.1991000614350729
1652170338635201.0,-0.20234337286384965
1652170338735156.0,-0.19180903197345978
1652170338835170.0,-0.1837254746116319
1652170338935118.0,-0.17068547924853175
1652170339035127.0,-0.15629517329066298
1652170339135134.0,-0.14902825027746053
1652170339235200.0,-0.1455569192562156
1652170339335259.0,-0.1351790258210213
1652170339435325.0,-0.1261156798218732
1652170339535444.0,-0.12984574376252245
1652170339635565.0,-0.13311718478882728
1652170339735683.0,-0.12240313840783168
1652170339835861.0,-0.11442997078796646
1652170339936033.0,-0.10517754481475391
1652170340036154.0,-0.07975701352511827
1652170340136275.0,-0.06936799734115115
1652170340236451.0,-0.07512001968996052
1652170340336572.0,-0.06370540224450567
1652170340436635.0,-0.047531220853612506
1652170340536758.0,-0.034658724120861746
1652170340636822.0,-0.03223886239539058
1652170340736941.0,-0.03239841860706122
1652170340837007.0,-0.025604927620998023
1652170340937069.0,-0.013995184390217292
1652170341037077.0,-0.008830926851464506
1652170341137087.0,-0.01109700266157733
1652170341237100.0,-0.011744581372906817
1652170341337053.0,-0.01172189823923206
1652170341437002.0,-0.009052551228878375
1652170341536955.0,-0.009235630779742536
1652170341636910.0,-0.008218296258013872
1652170341736811.0,-0.004142791830914077
1652170341836704.0,0.0006963869637651952
1652170341936607.0,0.003987862237575458
1652170342036505.0,0.0009877285591332527
1652170342136407.0,0.001160092369660574
1652170342236307.0,0.015586609468516279
1652170342336200.0,0.012658975645070522
1652170342436151.0,0.012493511915498478
1652170342536106.0,0.019088128269684576
1652170342636059.0,0.005853734406908491
1652170342736065.0,-0.0020272215348553103
1652170342836015.0,-0.00040981734009772454
1652170342936027.0,-0.008520763547003424
1652170343036090.0,-0.0045108497641045365
1652170343136099.0,-0.007938768997027649
1652170343236164.0,-0.0059653659794153555
1652170343336222.0,-0.006662935368114282
1652170343436230.0,-0.008299422171999771
1652170343536296.0,-0.00597872804765346
1652170343636416.0,-0.004147931725151515
1652170343736480.0,-0.002580169396734862
1652170343836543.0,0.0035498433391851648
1652170343936605.0,0.0034208171697938414
1652170344036726.0,0.0071697176767104775
1652170344136786.0,0.008232041738786609
1652170344236907.0,-0.003917343348097758
1652170344337027.0,-0.002446190700672782
1652170344437096.0,0.001313990631524244
1652170344537220.0,-0.004927634645767542
1652170344637284.0,-0.008908533926436405
1652170344737350.0,-0.014632309976628212
1652170344837413.0,-0.0064405509434660915
1652170344937425.0,-0.002713985728801957
1652170345037437.0,-0.006968327401266389
1652170345137444.0,-0.004028428197973705
1652170345237451.0,0.0016834510303733383
1652170345337405.0,0.0010049134103497952
1652170345437359.0,-0.0022241437921852254
1652170345537309.0,0.0030558754935765924
1652170345637264.0,0.003694586565573871
1652170345737160.0,-4.787421669768925e-05
1652170345837108.0,-0.001966624169550357
1652170345937008.0,-0.00040616757090931806
1652170346036903.0,0.003983476431466992
1652170346136749.0,0.00403994672084211
1652170346236651.0,-0.005138519058542194
1652170346336605.0,-0.002655542938740093
1652170346436506.0,0.00031439500181411096
1652170346536464.0,0.0015433989247664484
1652170346636362.0,0.012628256469300915
1652170346736317.0,0.01881629328702721
1652170346836271.0,0.01578251629523233
1652170346936229.0,0.020137763030330793
1652170347036188.0,0.02886931015215108
1652170347136139.0,0.033100724005935306
1652170347236146.0,0.02551342762861445
1652170347336156.0,0.017026705792084408
1652170347436162.0,0.011097569906108752
1652170347536174.0,0.009637572986724352
1652170347636240.0,0.012724581355154271
1652170347736306.0,0.008191116509421939
1652170347836371.0,0.0006140839437170336
1652170347936438.0,0.003299796537371733
1652170348036558.0,0.005068097619510205
1652170348136624.0,-0.006089476832879186
1652170348236742.0,-0.008463522409140738
1652170348336868.0,-0.005406344685772023
1652170348436985.0,-0.010381317640977538
1652170348537105.0,-0.01459274442750171
1652170348637174.0,-0.012515334315554048
1652170348737290.0,-0.009231837485669367
1652170348837298.0,-0.007793745966130653
1652170348937365.0,-0.006930915206362536
1652170349037378.0,-0.0025072764006609832
1652170349137385.0,-0.0015678322451811379
1652170349237394.0,-0.0031990681606676977
1652170349337346.0,-0.001727320799690821
1652170349437298.0,-0.0002673505950006135
1652170349537255.0,-0.0004612324275084465
1652170349637208.0,-0.0018739405001708738
1652170349737163.0,-0.002160381242856989
1652170349837117.0,-0.0009354772689513893
1652170349937016.0,0.0005021929129254009
1652170350036913.0,0.0018535997369407337
1652170350136812.0,-0.0005791945851707522
1652170350236709.0,0.0025610966289340096
1652170350336611.0,0.011885527481421522
1652170350436452.0,0.012058076046948151
1652170350536353.0,0.014527876368669517
1652170350636251.0,0.02428546450850879
1652170350736093.0,0.035913201315071204
1652170350835996.0,0.04261351262637008
1652170350935892.0,0.05508601138995198
1652170351035790.0,0.07252894803553876
1652170351135633.0,0.08821509911740218
1652170351235529.0,0.1020136472790165
1652170351335370.0,0.1159985911266256
1652170351435272.0,0.13123885639724886
1652170351535170.0,0.14827303750327941
1652170351635124.0,0.16209227205724494
1652170351735028.0,0.1861501312331704
1652170351834979.0,0.21336952045076296
1652170351934877.0,0.2332806225126996
1652170352034777.0,0.26219431926832387
1652170352134675.0,0.2843661953029239
1652170352234632.0,0.2974280765773189
1652170352334587.0,0.31193057369677507
1652170352434596.0,0.3192638124811318
1652170352534602.0,0.3310474181791489
1652170352634665.0,0.34275839288034676
1652170352734787.0,0.3495140904380571
1652170352834904.0,0.3526088163932903
1652170352935078.0,0.35842004088150703
1652170353035250.0,0.37144679004568637
1652170353135426.0,0.3673152012835473
1652170353235715.0,0.34726876302190485
1652170353335999.0,0.3491923992672392
1652170353436234.0,0.359464458478949
1652170353536521.0,0.3522198136099124
1652170353636809.0,0.33902829034585485
1652170353737097.0,0.32649241964593895
1652170353837383.0,0.32254597560399945
1652170353937666.0,0.3082074193594429
1652170354037956.0,0.30261243635010837
1652170354138245.0,0.29786096514140153
1652170354238417.0,0.29326568971576816
1652170354338648.0,0.28323091009879775
1652170354438770.0,0.2690561003371776
1652170354538944.0,0.25191494360612415
1652170354639065.0,0.2286909162115214
1652170354739129.0,0.2149859817235233
1652170354839137.0,0.2164564009864798
1652170354939088.0,0.22185829071732374
1652170355038987.0,0.22825885016838243
1652170355138828.0,0.21072264940466617
1652170355238676.0,0.2021791322122867
1652170355338460.0,0.21322566069596824
1652170355438189.0,0.19774059729518842
1652170355537916.0,0.18220301271112807
1652170355637648.0,0.17286242099155966
1652170355737380.0,0.1634117322498637
1652170355837108.0,0.14868570189750802
1652170355936842.0,0.13295784060045016
1652170356036628.0,0.115855615975529
1652170356136359.0,0.1046738999308693
1652170356236205.0,0.08119510688111699
1652170356336102.0,0.06292814676432748
1652170356436000.0,0.062322096748157856
1652170356535899.0,0.05815432858865054
1652170356635853.0,0.04165644987277873
1652170356735804.0,0.041320650842198055
1652170356835761.0,0.041088333966997105
1652170356935823.0,0.03568749207171618
1652170357035887.0,0.026005072921833093
1652170357135951.0,0.019313604674018735
1652170357236073.0,0.02489778287511961
1652170357336192.0,0.04435149780660009
1652170357436256.0,0.04385163672320565
1652170357536375.0,0.04649926198267911
1652170357636491.0,0.050742734611061116
1652170357736559.0,0.04605347479589241
1652170357836684.0,0.05090738262648419
1652170357936748.0,0.05282186633006948
1652170358036866.0,0.05041157581378826
1652170358136988.0,0.053942733108462995
1652170358237102.0,0.05085187636343246
1652170358337165.0,0.03437188856511506
1652170358437283.0,0.024317920716267347
1652170358537345.0,0.02076462589733546
1652170358637408.0,0.022009018837238777
1652170358737471.0,0.02170986046345293
1652170358837481.0,0.025991408971375644
1652170358937550.0,0.02590003856944331
1652170359037503.0,0.023960064405969542
1652170359137510.0,0.023320106795057274
1652170359237463.0,0.018549787293163904
1652170359337473.0,0.011822181027686571
1652170359437431.0,0.006106882760125597
1652170359537384.0,-0.000123627699253209
1652170359637339.0,0.004478154567783668
1652170359737290.0,0.0020375969669391486
1652170359837190.0,0.0003498168526792662
1652170359937147.0,0.004318475736155937
1652170360037045.0,0.002551074421807219
1652170360136944.0,0.0032070375820217305
1652170360236841.0,0.0015232062870970014
1652170360336685.0,-0.0036271798331443355
1652170360436586.0,0.002831024162968868
1652170360536485.0,0.0028658870823954495
1652170360636384.0,0.005779211268139771
1652170360736280.0,-0.012196951758516709
1652170360836234.0,0.0018367281045541025
1652170360936134.0,0.014389932837467957
1652170361036090.0,-0.005678335840353077
1652170361136102.0,-0.006346336267711873
1652170361236055.0,0.009191829113525942
1652170361336009.0,0.000840893649871723
1652170361436021.0,-0.007828205266954491
1652170361536029.0,0.002468405074708156
1652170361636040.0,0.004280015685493753
1652170361736050.0,-0.005274125587810735
1652170361836062.0,0.0008282913070359957
1652170361936075.0,0.004429515984781077
1652170362036136.0,-0.0038027845430809804
1652170362136204.0,-0.001064876069432003
1652170362236268.0,0.004713891721874516
1652170362336329.0,-0.0026107522575683885
1652170362436394.0,-0.0013644185639010713
1652170362536456.0,0.0021892015980952465
1652170362636525.0,-0.0010658891014824234
1652170362736642.0,-0.0004981637028263815
1652170362836709.0,0.00150161437575133
1652170362936830.0,-0.0011922588468492787
1652170363036948.0,0.0006975260954836909
1652170363137011.0,0.00017854025495288317
1652170363237133.0,-0.0007293587942521614
1652170363337194.0,0.0008455626167453135
1652170363437256.0,-0.00037355851046144115
1652170363537320.0,-0.0002952060455059053
1652170363637381.0,0.0008875454152239497
1652170363737389.0,-0.0007723918450336986
1652170363837400.0,0.00045254593881642434
1652170363937360.0,0.0006152877145012929
1652170364037370.0,-0.0008838711461853241
1652170364137323.0,0.0006790134153859663
1652170364237280.0,9.237024595786284e-05
1652170364337180.0,-0.0007396710580746088
1652170364437136.0,0.0010464576278491565
1652170364537034.0,-0.0007238044094547197
1652170364636989.0,8.839814913681504e-05
1652170364736887.0,0.0005155410814718563
1652170364836784.0,-0.0007816872673423691
1652170364936681.0,6.862965621328874e-05
1652170365036580.0,0.0005738195527891766
1652170365136538.0,-0.0007776455598084008
1652170365236492.0,0.00044636999450820437
1652170365336445.0,0.00021172745601378504
1652170365436398.0,-0.0005410564739378202
1652170365536409.0,0.0005071383576183566
1652170365636418.0,-0.0002177474514548511
1652170365736428.0,-0.00044574050275513854
1652170365836438.0,0.0006523970012290648
1652170365936446.0,-0.00027562347235306526
1652170366036461.0,1.017192733416655e-05
1652170366136525.0,0.00040438231185448365
1652170366236590.0,-0.0005444788890738913
1652170366336605.0,-0.00028029683062774733
1652170366436667.0,0.0005364660454073895
1652170366536732.0,-0.00021477336080480706
1652170366636850.0,7.988692309059364e-05
1652170366736923.0,0.00019605707035523382
1652170366836989.0,-0.00036856570311455205
1652170366937056.0,2.5037653832426187e-05
1652170367037066.0,0.0005246135622006669
1652170367137132.0,-0.0006411188463782577
1652170367237140.0,0.0001474616357589779
1652170367337151.0,-0.0003203016251680523
1652170367437106.0,0.00038151517557939756
1652170367537114.0,-6.76965711736218e-05
1652170367637067.0,-0.0002556027155772056
1652170367737023.0,0.00032556283504294814
1652170367836974.0,0.00014302571679145211
1652170367936874.0,-9.327809391326732e-05
1652170368036830.0,-0.00022260622288939713
1652170368136726.0,-0.0006212997841396524
1652170368236625.0,0.0023881004597305915
1652170368336528.0,0.0029604535734018733
1652170368436483.0,0.0054130778557669
1652170368536437.0,0.01202205060248355
1652170368636335.0,0.01899038639439672
1652170368736290.0,0.023491170969458686
1652170368836242.0,0.029809258571557102
1652170368936195.0,0.03772445609824089
1652170369036151.0,0.044050859585361396
1652170369136105.0,0.04739442544913457
1652170369236058.0,0.05123942915624212
1652170369336010.0,0.05732492494241513
1652170369435966.0,0.056314277742323025
1652170369535976.0,0.05320319909288466
1652170369635929.0,0.05265909045706208
1652170369735938.0,0.04812371809946829
1652170369836002.0,0.038885408607449885
1652170369936068.0,0.03253340239481354
1652170370036131.0,0.02283481319146671
1652170370136198.0,0.01515595445347055
1652170370236317.0,0.016668387093339575
1652170370336380.0,0.020110036459702465
1652170370436502.0,0.01788885686824462
1652170370536620.0,0.01732769485262787
1652170370636744.0,0.019702120916442384
1652170370736809.0,0.01993607079206776
1652170370836926.0,0.021833396018805372
1652170370937102.0,0.020709113445804637
1652170371037228.0,0.011119795656903197
1652170371137345.0,0.00774230762572078
1652170371237411.0,0.005218601169915662
1652170371337531.0,-0.00763893144648016
1652170371437598.0,-0.005744607456810351
1652170371537661.0,-0.0052792898672730255
1652170371637727.0,-0.010444352868980813
1652170371737741.0,-0.003914422906565506
1652170371837747.0,-0.0022193717202154397
1652170371937755.0,-0.005935998624817177
1652170372037769.0,-0.004069428224207989
1652170372137722.0,-0.00870211351595466
1652170372237674.0,-0.017860023371367554
1652170372337678.0,-0.02603606755566448
1652170372437633.0,-0.037976136359680376
1652170372537588.0,-0.033510550802236916
1652170372637545.0,-0.02914598509873834
1652170372737497.0,-0.03650536219571479
1652170372837397.0,-0.04303806915063115
1652170372937351.0,-0.0390097670682952
1652170373037248.0,-0.030691545264176258
1652170373137145.0,-0.032332442051727424
1652170373236984.0,-0.0316859647230642
1652170373336826.0,-0.02194816669754458
1652170373436724.0,-0.02078358787289726
1652170373536569.0,-0.02109159060318498
1652170373636464.0,-0.007696305414804262
1652170373736308.0,-0.011030268802274559
1652170373836208.0,-0.006278926065040056
1652170373936111.0,-0.0025536201343564708
1652170374036008.0,0.000715551641611589
1652170374135960.0,-0.0003415820380099509
1652170374235859.0,-0.011609116281319274
1652170374335869.0,-0.023371891482851456
1652170374435822.0,-0.02050545766532954
1652170374535834.0,-0.023366660700424254
1652170374635954.0,-0.03946855226505672
1652170374736077.0,-0.04631470764514277
1652170374836196.0,-0.031218284195649332
1652170374936259.0,-0.02635246641995369
1652170375036386.0,-0.037389646046283816
1652170375136505.0,-0.03532292113272746
1652170375236679.0,-0.03135674821147267
1652170375336799.0,-0.037605193221800434
1652170375436918.0,-0.03172794794404113
1652170375537040.0,-0.014355856172365082
1652170375637161.0,-0.009183767844747375
1652170375737225.0,-0.01727578344927703
1652170375837291.0,-0.01804362308832659
1652170375937356.0,-0.013536068928953525
1652170376037363.0,-0.011839874555636254
1652170376137373.0,-0.0037728509610913392
1652170376237328.0,0.000583566003043179
1652170376337277.0,-0.005302487760674006
1652170376437230.0,0.0005510751297679666
1652170376537184.0,0.006048922908312589
1652170376637084.0,-0.008431884404147008
1652170376737039.0,-0.005807349210003435
1652170376836941.0,0.0007651400815921269
1652170376936840.0,-0.0006082585676118113
1652170377036735.0,-0.005087447987722918
1652170377136635.0,-0.003050696663846056
1652170377236532.0,-0.00020990216810403838
1652170377336433.0,-0.0024712789505277593
1652170377436387.0,-0.002527960613763563
1652170377536340.0,-0.00175051245217012
1652170377636290.0,-0.003719361262027877
1652170377736304.0,-0.0014052386431548352
1652170377836260.0,0.00824009887423727
1652170377936213.0,0.0028157195864432797
1652170378036220.0,-0.005007233422079897
1652170378136231.0,-0.004437094447077849
1652170378236240.0,-0.007738132878017496
1652170378336303.0,-0.008258216940555483
1652170378436309.0,0.00877471313680566
1652170378536321.0,0.00918036477366886
1652170378636388.0,-0.016123258622009282
1652170378736509.0,-0.02243969889606043
1652170378836576.0,-0.01924756959821703
1652170378936643.0,-0.02525108285041911
1652170379036768.0,-0.02338697022573028
1652170379136886.0,-0.028357866145225435
1652170379237010.0,-0.0429325767236202
1652170379337185.0,-0.03966333973358703
1652170379437303.0,-0.03359087025160655
1652170379537371.0,-0.03444451483942936
1652170379637490.0,-0.03181130889797934
1652170379737500.0,-0.029529824822076608
1652170379837562.0,-0.02218479960904876
1652170379937572.0,-0.01723844530806332
1652170380037528.0,-0.00962293488676113
1652170380137485.0,-0.007380708981611601
1652170380237443.0,-0.012553125414969049
1652170380337392.0,-0.019932990912558297
1652170380437346.0,-0.03201112285450389
1652170380537297.0,-0.04114985244923252
1652170380637249.0,-0.05081982517063687
1652170380737203.0,-0.05386837904035651
1652170380837154.0,-0.056532699484420114
1652170380937057.0,-0.06030525021348532
1652170381037009.0,-0.06479360091041787
1652170381136901.0,-0.06902360216660759
1652170381236806.0,-0.06961430353049598
1652170381336707.0,-0.07362428729077687
1652170381436657.0,-0.07980706619519408
1652170381536555.0,-0.0763878571647337
1652170381636508.0,-0.07220737932407298
1652170381736458.0,-0.07211963241545509
1652170381836409.0,-0.06468794724388983
1652170381936309.0,-0.0585010288556585
1652170382036263.0,-0.05440680414355473
1652170382136219.0,-0.05689206230772404
1652170382236230.0,-0.06358846996389964
1652170382336181.0,-0.037858412584255347
1652170382436079.0,-0.017573623313035587
1652170382536031.0,-0.014836699783862779
1652170382635927.0,0.0012686802100053398
1652170382735830.0,0.002081461370467726
1652170382835784.0,0.01113130040594899
1652170382935734.0,0.018019982698230838
1652170383035742.0,0.022706443180654394
1652170383135751.0,0.026581484154271355
1652170383235759.0,0.0371677572090625
1652170383335821.0,0.029882811346962565
1652170383435882.0,0.01012780130481895
1652170383536004.0,0.03483471707577005
1652170383636126.0,0.032272881893052566
1652170383736247.0,0.02930925554785313
1652170383836370.0,0.039977335447534755
1652170383936544.0,0.012475530342110895
1652170384036662.0,0.011529425175688505
1652170384136835.0,0.013567621120291874
1652170384237015.0,0.008804043774693402
1652170384337188.0,0.01480450938213263
1652170384437308.0,0.027276701321097323
1652170384537429.0,0.016677947654611506
1652170384637493.0,0.004741423998367607
1652170384737615.0,0.012764044068950367
1652170384837680.0,0.010517464513377593
1652170384937748.0,0.0026442018929731265
1652170385037756.0,0.0113827787812004
1652170385137762.0,0.01505554031163142
1652170385237770.0,-0.0013088707327674975
1652170385337721.0,0.015112524262106294
1652170385437676.0,0.019852051927391045
1652170385537631.0,0.0006537549280575141
1652170385637583.0,0.00788357458698357
1652170385737481.0,0.008715236047772294
1652170385837435.0,0.005545692000069952
1652170385937331.0,0.006551976596250797
1652170386037179.0,0.001373621695748047
1652170386137074.0,-0.002405983355182578
1652170386236967.0,0.005759859612321899
1652170386336754.0,0.013040278573458585
1652170386436654.0,0.005961265250691348
1652170386536494.0,0.006273258055278042
1652170386636337.0,0.010354631864335549
1652170386736235.0,-0.0062118305554171895
1652170386836189.0,0.0060690654550542514
1652170386936089.0,0.007891926896834997
1652170387035986.0,-0.00792673314694146
1652170387135941.0,0.013936732646954674
1652170387235836.0,0.018360287587604808
1652170387335787.0,-0.004677885123726727
1652170387435796.0,-0.006538365749048014
1652170387535806.0,0.010105225177123539
1652170387635816.0,-0.004631598516534004
1652170387735885.0,-0.015179914187625853
1652170387836003.0,0.0017441153672675394
1652170387936121.0,-0.00555617185642634
1652170388036243.0,-0.012063771593860906
1652170388136361.0,-0.0070517519736882205
1652170388236484.0,-0.006335818261628991
1652170388336604.0,-0.008690610533639643
1652170388436727.0,-0.004400896400822919
1652170388536905.0,-0.0043081388729516055
1652170388637025.0,-0.003645039605599304
1652170388737148.0,0.0027404445759211062
1652170388837214.0,0.004633282603107832
1652170388937278.0,0.018382222627103224
1652170389037285.0,0.03202370261477591
1652170389137294.0,0.035388447103205184
1652170389237248.0,0.041498358070004515
1652170389337202.0,0.06462476548154558
1652170389437043.0,0.06832647035243573
1652170389536997.0,0.04218515259449488
1652170389636840.0,0.05495610059403188
1652170389736685.0,0.07292361071307993
1652170389836524.0,0.06526386861267137
1652170389936427.0,0.0458826351195552
1652170390036322.0,0.05569096526017207
1652170390136221.0,0.07396795595719075
1652170390236060.0,0.06686449186317654
1652170390335959.0,0.06174776312975225
1652170390435859.0,0.07411505325313501
1652170390535759.0,0.07828406185574541
1652170390635714.0,0.08318860930876976
1652170390735613.0,0.0876635610455586
