ts,x detection,y detection,x map,y map
1652170323536510.0,11.233985033587384,5.76176935874442,1993.3261897511918,1628.330965976534
1652170323536510.0,-19.144217461705026,-3.7411593509229593,2016.6615751192137,1606.9088638446801
1652170323636628.0,5.958779608480725,-2.7838742920298065,2003.139513847178,1628.5063997287011
1652170323636628.0,10.838201674495687,5.865216534612942,1993.3261897511918,1628.330965976534
1652170323636628.0,-19.40242688637342,-3.551156530014128,2016.6615751192137,1606.9088638446801
1652170323736691.0,5.76529457078541,-2.84358950243727,2003.139513847178,1628.5063997287011
1652170323736691.0,10.508215954620393,5.85489802977437,1993.3261897511918,1628.330965976534
1652170323836814.0,5.277102586177653,-2.9797276475983425,2003.139513847178,1628.5063997287011
1652170323836814.0,10.068495062360348,5.817237240261438,1993.3261897511918,1628.330965976534
1652170323936934.0,5.166975913421113,-2.7543287328798725,2003.139513847178,1628.5063997287011
1652170323936934.0,10.008154258336726,5.859861782104741,1993.3261897511918,1628.330965976534
1652170324037048.0,4.933907219396661,-2.6369006294354467,2003.139513847178,1628.5063997287011
1652170324037048.0,9.630584385169213,5.777100241452072,1993.3261897511918,1628.330965976534
1652170324137116.0,4.398532703729894,-2.729221906437068,2003.139513847178,1628.5063997287011
1652170324137116.0,9.139600887560704,5.820451906288829,1993.3261897511918,1628.330965976534
1652170324237178.0,3.9819867561343867,-2.8479466016032173,2003.139513847178,1628.5063997287011
1652170324237178.0,9.026827380377735,5.747062179992092,1993.3261897511918,1628.330965976534
1652170324337241.0,3.693906001244255,-2.8949779365892794,2003.139513847178,1628.5063997287011
1652170324337241.0,8.57164279621579,5.787177445726556,1993.3261897511918,1628.330965976534
1652170324437252.0,3.5337438696930707,-2.7329161428072086,2003.139513847178,1628.5063997287011
1652170324437252.0,8.345903328802164,5.83559968944473,1993.3261897511918,1628.330965976534
1652170324537261.0,3.2595074641512367,-2.63911181891733,2003.139513847178,1628.5063997287011
1652170324537261.0,8.135315729235728,5.779777915224385,1993.3261897511918,1628.330965976534
1652170324637270.0,2.909553235765611,-2.6667349215619605,2003.139513847178,1628.5063997287011
1652170324637270.0,7.6735563010340435,5.690788681872024,1993.3261897511918,1628.330965976534
1652170324737279.0,2.4493954126263366,-2.7305212857993597,2003.139513847178,1628.5063997287011
1652170324737279.0,7.128816858592267,5.909504963502874,1993.3261897511918,1628.330965976534
1652170324837233.0,1.9633804726260065,-2.5427856434177536,2003.139513847178,1628.5063997287011
1652170324837233.0,6.949091417137355,5.662097424320296,1993.3261897511918,1628.330965976534
1652170324937185.0,1.7324375015081115,-2.653375619981602,2003.139513847178,1628.5063997287011
1652170324937185.0,6.4910991745538,5.7206559003983095,1993.3261897511918,1628.330965976534
1652170325037136.0,1.369344542351921,-2.7291440593260687,2003.139513847178,1628.5063997287011
1652170325037136.0,6.029065794400868,5.876140887627299,1993.3261897511918,1628.330965976534
1652170325137092.0,0.8174044785540273,-2.8271088636222266,2003.139513847178,1628.5063997287011
1652170325137092.0,5.739731817317738,5.807536442379897,1993.3261897511918,1628.330965976534
1652170325237048.0,0.575267827032741,-2.5947788002729384,2003.139513847178,1628.5063997287011
1652170325237048.0,5.301463056823082,5.7860526412951625,1993.3261897511918,1628.330965976534
1652170325336950.0,-0.14417123956013936,-2.54159905350334,2003.139513847178,1628.5063997287011
1652170325336950.0,5.032783709756704,5.711183187424524,1993.3261897511918,1628.330965976534
1652170325436898.0,-0.4885227767738238,-2.606454095792867,2003.139513847178,1628.5063997287011
1652170325436898.0,4.718539249987001,5.899544524486025,1993.3261897511918,1628.330965976534
1652170325536799.0,-0.9155660362765912,-2.6553583504732505,2003.139513847178,1628.5063997287011
1652170325536799.0,4.136537024134886,5.757141754474938,1993.3261897511918,1628.330965976534
1652170325636695.0,-1.2351365843162472,-2.5611775351392727,2003.139513847178,1628.5063997287011
1652170325636695.0,3.668143066869051,5.824108550940395,1993.3261897511918,1628.330965976534
1652170325736590.0,-1.727827028088429,-2.6385527611855295,2003.139513847178,1628.5063997287011
1652170325736590.0,3.265672253470211,5.975976571849734,1993.3261897511918,1628.330965976534
1652170325836547.0,-2.120747763289919,-2.4464209649106547,2003.139513847178,1628.5063997287011
1652170325836547.0,2.719889496002968,6.037508694343384,1993.3261897511918,1628.330965976534
1652170325936505.0,-2.586488444806769,-2.507646187228754,2003.139513847178,1628.5063997287011
1652170325936505.0,2.2259789138180492,6.028398124821573,1993.3261897511918,1628.330965976534
1652170326036459.0,-2.8910427772436678,-2.6757405580635836,2003.139513847178,1628.5063997287011
1652170326036459.0,1.7011833992398917,5.877324592389141,1993.3261897511918,1628.330965976534
1652170326136470.0,-3.222347971016899,-2.512654600282896,2003.139513847178,1628.5063997287011
1652170326136470.0,1.3234199572946646,5.928492255569118,1993.3261897511918,1628.330965976534
1652170326236534.0,-3.710541853777571,-2.7951280626879482,2003.139513847178,1628.5063997287011
1652170326236534.0,0.7719643363120341,6.1313111336795245,1993.3261897511918,1628.330965976534
1652170326336596.0,-4.335613531155071,-2.515439570600968,2003.139513847178,1628.5063997287011
1652170326336596.0,0.15194955397688342,6.134235689370743,1993.3261897511918,1628.330965976534
1652170326436659.0,-4.912371581970826,-2.860930593527914,2003.139513847178,1628.5063997287011
1652170326436659.0,-0.30189256455728053,5.904742717006359,1993.3261897511918,1628.330965976534
1652170326536726.0,-5.236293430265146,-2.7945403914983205,2003.139513847178,1628.5063997287011
1652170326536726.0,-0.9003313272238189,6.020960861168587,1993.3261897511918,1628.330965976534
1652170326536726.0,15.820723102186264,-11.739285823996132,2001.4769986069716,1651.3009180927847
1652170326636845.0,-5.689501895063129,-2.795485171117218,2003.139513847178,1628.5063997287011
1652170326636845.0,-1.3909253512173243,6.121646935277129,1993.3261897511918,1628.330965976534
1652170326636845.0,15.419132782742015,-11.603348045113343,2001.4769986069716,1651.3009180927847
1652170326736964.0,-6.101955110259793,-3.049155374717655,2003.139513847178,1628.5063997287011
1652170326736964.0,-1.8664449044299505,6.226162735160997,1993.3261897511918,1628.330965976534
1652170326736964.0,15.08032884629032,-11.360973795480621,2001.4769986069716,1651.3009180927847
1652170326736964.0,16.15643366176256,-11.09396229744396,2000.6975047713327,1652.329049279832
1652170326837085.0,-6.668215179345622,-2.959927055940805,2003.139513847178,1628.5063997287011
1652170326837085.0,-2.675326457797526,5.842282968209302,1993.3261897511918,1628.330965976534
1652170326837085.0,14.755467305256344,-11.343537216394177,2001.4769986069716,1651.3009180927847
1652170326837085.0,15.87250795308794,-10.846270883348502,2000.6975047713327,1652.329049279832
1652170326837085.0,18.347919145872993,7.589275755983821,1982.8562099239755,1646.521820129993
1652170326937151.0,-7.098902417341565,-2.9546699390848086,2003.139513847178,1628.5063997287011
1652170326937151.0,-3.071657277283771,6.030877388963475,1993.3261897511918,1628.330965976534
1652170326937151.0,14.421477537580804,-11.01356304629896,2001.4769986069716,1651.3009180927847
1652170326937151.0,15.571240770614128,-10.548171778610795,2000.6975047713327,1652.329049279832
1652170326937151.0,17.919408432523724,7.902627643510797,1982.8562099239755,1646.521820129993
1652170326937151.0,14.776631268929181,-12.960306697246647,2003.11471305724,1652.5014794972797
1652170327037211.0,-7.689781481062942,-3.044862970643108,2003.139513847178,1628.5063997287011
1652170327037211.0,-3.587303071961562,5.968142777602436,1993.3261897511918,1628.330965976534
1652170327037211.0,13.918245905700376,-10.777972555803489,2001.4769986069716,1651.3009180927847
1652170327037211.0,15.20821342140549,-10.41138260277116,2000.6975047713327,1652.329049279832
1652170327037211.0,17.251826233482998,8.160924326073111,1982.8562099239755,1646.521820129993
1652170327037211.0,14.333005233635534,-12.764597822410323,2003.11471305724,1652.5014794972797
1652170327137276.0,-8.014071706783541,-3.142501276576104,2003.139513847178,1628.5063997287011
1652170327137276.0,-4.2520808334093525,5.853372690199486,1993.3261897511918,1628.330965976534
1652170327137276.0,13.73246406021581,-10.823067058955802,2001.4769986069716,1651.3009180927847
1652170327137276.0,14.912028005700506,-10.329567277896459,2000.6975047713327,1652.329049279832
1652170327137276.0,16.604924143643082,8.3900703676545,1982.8562099239755,1646.521820129993
1652170327137276.0,14.103399324915868,-12.596718482412772,2003.11471305724,1652.5014794972797
1652170327237339.0,-8.563489989341669,-3.2524107608623596,2003.139513847178,1628.5063997287011
1652170327237339.0,-4.840314308876339,5.983437034687748,1993.3261897511918,1628.330965976534
1652170327237339.0,13.243276307344209,-10.566164417626116,2001.4769986069716,1651.3009180927847
1652170327237339.0,14.59310856612834,-10.280950279686031,2000.6975047713327,1652.329049279832
1652170327237339.0,16.101951050884615,8.774362800428602,1982.8562099239755,1646.521820129993
1652170327237339.0,13.596956424583189,-12.518874899030068,2003.11471305724,1652.5014794972797
1652170327337350.0,-8.961910561863203,-3.4326492088542713,2003.139513847178,1628.5063997287011
1652170327337350.0,-5.311468161030789,5.744160254916592,1993.3261897511918,1628.330965976534
1652170327337350.0,12.934524505142319,-10.367325427183909,2001.4769986069716,1651.3009180927847
1652170327337350.0,14.14530743025025,-9.948513887673963,2000.6975047713327,1652.329049279832
1652170327337350.0,15.203420232487959,8.757022420850946,1982.8562099239755,1646.521820129993
1652170327337350.0,16.576237935265397,-10.394682717307623,2000.2554109193727,1654.8732883134637
1652170327337350.0,13.403085969253112,-12.124205602106938,2003.11471305724,1652.5014794972797
1652170327437358.0,-9.30474449600936,-3.2287458649297966,2003.139513847178,1628.5063997287011
1652170327437358.0,-6.065005270661087,5.752702450001284,1993.3261897511918,1628.330965976534
1652170327437358.0,12.459085825441289,-9.897980649753308,2001.4769986069716,1651.3009180927847
1652170327437358.0,13.862244809055252,-9.859413041505531,2000.6975047713327,1652.329049279832
1652170327437358.0,14.781548912014523,9.092696235923444,1982.8562099239755,1646.521820129993
1652170327437358.0,16.38663564689098,-10.31570825440237,2000.2554109193727,1654.8732883134637
1652170327437358.0,13.043320966484957,-11.985543513201046,2003.11471305724,1652.5014794972797
1652170327537371.0,-9.727801089043995,-3.7063533919786686,2003.139513847178,1628.5063997287011
1652170327537371.0,-6.6845925463516345,5.5944463238463795,1993.3261897511918,1628.330965976534
1652170327537371.0,12.184623905456379,-10.051942941981657,2001.4769986069716,1651.3009180927847
1652170327537371.0,13.452167879064243,-9.623435209013218,2000.6975047713327,1652.329049279832
1652170327537371.0,13.936471671378586,9.350881282404613,1982.8562099239755,1646.521820129993
1652170327537371.0,15.899956344663483,-9.958345255990684,2000.2554109193727,1654.8732883134637
1652170327537371.0,12.715605162070776,-11.808370021243105,2003.11471305724,1652.5014794972797
1652170327637328.0,-10.425697146176523,-3.7703235003344173,2003.139513847178,1628.5063997287011
1652170327637328.0,-7.344546522664638,5.446662223145314,1993.3261897511918,1628.330965976534
1652170327637328.0,11.775262272094475,-9.634701874541364,2001.4769986069716,1651.3009180927847
1652170327637328.0,12.86677751084535,-9.384678018012076,2000.6975047713327,1652.329049279832
1652170327637328.0,13.391406996457684,9.174932500258707,1982.8562099239755,1646.521820129993
1652170327637328.0,15.494329195072375,-9.831175804450664,2000.2554109193727,1654.8732883134637
1652170327637328.0,12.132106186671106,-11.648334451861924,2003.11471305724,1652.5014794972797
1652170327737283.0,-10.94345979801597,-3.7713246548579327,2003.139513847178,1628.5063997287011
1652170327737283.0,-7.691132521748137,5.489171296295024,1993.3261897511918,1628.330965976534
1652170327737283.0,11.246527240611615,-9.591342633262595,2001.4769986069716,1651.3009180927847
1652170327737283.0,12.428892061019035,-9.062425453070656,2000.6975047713327,1652.329049279832
1652170327737283.0,12.719961129843158,9.566835167232602,1982.8562099239755,1646.521820129993
1652170327737283.0,15.063964930935894,-9.496777219266248,2000.2554109193727,1654.8732883134637
1652170327737283.0,11.858914086250321,-11.575315870573016,2003.11471305724,1652.5014794972797
1652170327837181.0,-11.256609562829272,-3.9974297544775035,2003.139513847178,1628.5063997287011
1652170327837181.0,-8.475368958141637,5.450799012686745,1993.3261897511918,1628.330965976534
1652170327837181.0,10.805736748878081,-9.304784131806535,2001.4769986069716,1651.3009180927847
1652170327837181.0,12.11292843135313,-9.227776151581077,2000.6975047713327,1652.329049279832
1652170327837181.0,12.225908754748618,9.827781715778155,1982.8562099239755,1646.521820129993
1652170327837181.0,14.563154108829524,-9.365824752326356,2000.2554109193727,1654.8732883134637
1652170327837181.0,11.666927615430316,-11.382955419376362,2003.11471305724,1652.5014794972797
1652170327937081.0,-11.719816140807758,-3.840259792407739,2003.139513847178,1628.5063997287011
1652170327937081.0,-8.948708136889355,5.306550365420677,1993.3261897511918,1628.330965976534
1652170327937081.0,10.469398768658934,-9.409060305036952,2001.4769986069716,1651.3009180927847
1652170327937081.0,11.5971236649846,-8.878005824661695,2000.6975047713327,1652.329049279832
1652170327937081.0,11.401170783745192,10.210976866237306,1982.8562099239755,1646.521820129993
1652170327937081.0,14.363786780401536,-9.123409621227166,2000.2554109193727,1654.8732883134637
1652170327937081.0,11.093692789947026,-11.144079337114121,2003.11471305724,1652.5014794972797
1652170328036980.0,-12.366692063055057,-4.239508133458632,2003.139513847178,1628.5063997287011
1652170328036980.0,-9.645016048902258,5.271156699826818,1993.3261897511918,1628.330965976534
1652170328036980.0,10.069011881723828,-9.163377904927522,2001.4769986069716,1651.3009180927847
1652170328036980.0,11.052911581333634,-8.861552066540822,2000.6975047713327,1652.329049279832
1652170328036980.0,10.846641698023882,10.07579307853842,1982.8562099239755,1646.521820129993
1652170328036980.0,13.819896910420928,-9.034112416724636,2000.2554109193727,1654.8732883134637
1652170328036980.0,10.64138846302168,-11.07762351642959,2003.11471305724,1652.5014794972797
1652170328136821.0,-12.759873281832625,-4.133972952941518,2003.139513847178,1628.5063997287011
1652170328136821.0,-10.26714830466015,5.082503631511439,1993.3261897511918,1628.330965976534
1652170328136821.0,9.582166703877808,-9.198953221971236,2001.4769986069716,1651.3009180927847
1652170328136821.0,10.711251924538706,-8.919351478109979,2000.6975047713327,1652.329049279832
1652170328136821.0,10.241823177820804,9.933263241097166,1982.8562099239755,1646.521820129993
1652170328136821.0,13.218366777070715,-8.779633500668272,2000.2554109193727,1654.8732883134637
1652170328136821.0,10.128503592044119,-10.928340130120322,2003.11471305724,1652.5014794972797
1652170328236607.0,-13.235352971794866,-4.466019467054148,2003.139513847178,1628.5063997287011
1652170328236607.0,-10.693870643063493,5.025644522120465,1993.3261897511918,1628.330965976534
1652170328236607.0,9.060614774950675,-9.084721636905758,2001.4769986069716,1651.3009180927847
1652170328236607.0,10.054206192563788,-8.639583729136339,2000.6975047713327,1652.329049279832
1652170328236607.0,9.885684889982754,10.244241652075038,1982.8562099239755,1646.521820129993
1652170328236607.0,12.81277711911448,-8.865404253296239,2000.2554109193727,1654.8732883134637
1652170328236607.0,9.850887207078477,-10.992610001986625,2003.11471305724,1652.5014794972797
1652170328336451.0,-13.831432535920898,-4.345437850346394,2003.139513847178,1628.5063997287011
1652170328336451.0,-11.157009406427695,5.005891260824739,1993.3261897511918,1628.330965976534
1652170328336451.0,8.76688333161555,-9.029349374729696,2001.4769986069716,1651.3009180927847
1652170328336451.0,9.830791953416892,-8.386660682649888,2000.6975047713327,1652.329049279832
1652170328336451.0,9.16663524452723,10.260631402586904,1982.8562099239755,1646.521820129993
1652170328336451.0,12.203798335463935,-8.788783017139854,2000.2554109193727,1654.8732883134637
1652170328336451.0,9.483014370873018,-10.729477149349798,2003.11471305724,1652.5014794972797
1652170328436180.0,-14.238749641152635,-4.429318727485464,2003.139513847178,1628.5063997287011
1652170328436180.0,-12.056761992462539,5.108633746594838,1993.3261897511918,1628.330965976534
1652170328436180.0,8.021880495241998,-8.870413508027182,2001.4769986069716,1651.3009180927847
1652170328436180.0,9.406393655372081,-8.53982820690502,2000.6975047713327,1652.329049279832
1652170328436180.0,18.81932788329633,-4.822710675453359,1994.5581549467306,1660.7688661175164
1652170328436180.0,8.250400017027516,10.400608256636929,1982.8562099239755,1646.521820129993
1652170328436180.0,11.799015279994649,-8.667547462908253,2000.2554109193727,1654.8732883134637
1652170328436180.0,8.842400612060414,-10.775266635790127,2003.11471305724,1652.5014794972797
1652170328535971.0,-14.98296840416352,-4.435388406357017,2003.139513847178,1628.5063997287011
1652170328535971.0,-12.4923846009426,5.03207151579996,1993.3261897511918,1628.330965976534
1652170328535971.0,7.545708368211113,-9.006429232423379,2001.4769986069716,1651.3009180927847
1652170328535971.0,8.677417225077003,-8.431491371196644,2000.6975047713327,1652.329049279832
1652170328535971.0,18.495653993993344,-4.816129728001911,1994.5581549467306,1660.7688661175164
1652170328535971.0,15.705460590586393,11.9997441028668,1979.1625290214347,1653.6174482543674
1652170328535971.0,7.692148373078212,10.471308185262334,1982.8562099239755,1646.521820129993
1652170328535971.0,11.224429696340813,-8.65868622788775,2000.2554109193727,1654.8732883134637
1652170328535971.0,8.418970573948263,-10.816850494085308,2003.11471305724,1652.5014794972797
1652170328635755.0,-15.37288096839737,-4.622295157040514,2003.139513847178,1628.5063997287011
1652170328635755.0,-13.036933402165648,5.0529502408261795,1993.3261897511918,1628.330965976534
1652170328635755.0,6.95415635211249,-8.882235800417577,2001.4769986069716,1651.3009180927847
1652170328635755.0,8.433853016067173,-8.36566384985994,2000.6975047713327,1652.329049279832
1652170328635755.0,17.91704972952736,-4.471501554284824,1994.5581549467306,1660.7688661175164
1652170328635755.0,19.403412838500536,-3.7521762147413624,1993.445681841385,1661.9167275400846
1652170328635755.0,14.980657190607078,12.184378409410048,1979.1625290214347,1653.6174482543674
1652170328635755.0,7.083098335475023,10.313519749841024,1982.8562099239755,1646.521820129993
1652170328635755.0,11.029007460339297,-8.779534597985382,2000.2554109193727,1654.8732883134637
1652170328635755.0,7.684764811283225,-10.703602463332082,2003.11471305724,1652.5014794972797
1652170328735543.0,-15.969021246936858,-4.595600573485207,2003.139513847178,1628.5063997287011
1652170328735543.0,-13.48746975966301,4.923476691027815,1993.3261897511918,1628.330965976534
1652170328735543.0,6.484546462962696,-8.830408974826069,2001.4769986069716,1651.3009180927847
1652170328735543.0,8.01453617040635,-8.378794441319368,2000.6975047713327,1652.329049279832
1652170328735543.0,17.495995836317363,-4.659375380680874,1994.5581549467306,1660.7688661175164
1652170328735543.0,18.942740765258755,-3.783637023186603,1993.445681841385,1661.9167275400846
1652170328735543.0,14.620242615769731,12.120426842246161,1979.1625290214347,1653.6174482543674
1652170328735543.0,6.726376914326466,10.466563575151968,1982.8562099239755,1646.521820129993
1652170328735543.0,10.260699243115804,-8.511939325036689,2000.2554109193727,1654.8732883134637
1652170328735543.0,7.288760234133921,-10.726445699461536,2003.11471305724,1652.5014794972797
1652170328835332.0,-16.372772583656555,-4.596746256183854,2003.139513847178,1628.5063997287011
1652170328835332.0,-14.100344179384496,4.993164525856799,1993.3261897511918,1628.330965976534
1652170328835332.0,5.9223529522725835,-8.9310285370134,2001.4769986069716,1651.3009180927847
1652170328835332.0,7.170757699166833,-8.316008042368061,2000.6975047713327,1652.329049279832
1652170328835332.0,17.054985927289742,-4.446138015118041,1994.5581549467306,1660.7688661175164
1652170328835332.0,18.32371039476488,-3.925650853294158,1993.445681841385,1661.9167275400846
1652170328835332.0,13.784776048721305,12.121413892777841,1979.1625290214347,1653.6174482543674
1652170328835332.0,6.191992804237195,10.327653032722168,1982.8562099239755,1646.521820129993
1652170328835332.0,9.439951830490601,-8.511433495205177,2000.2554109193727,1654.8732883134637
1652170328835332.0,6.612764524674585,-10.887535769666426,2003.11471305724,1652.5014794972797
1652170328935116.0,-17.121348291432305,-4.586480196467779,2003.139513847178,1628.5063997287011
1652170328935116.0,-14.746819367947229,5.098081893639454,1993.3261897511918,1628.330965976534
1652170328935116.0,5.414131353743581,-8.74889738651767,2001.4769986069716,1651.3009180927847
1652170328935116.0,6.5858711414625875,-8.240817764878233,2000.6975047713327,1652.329049279832
1652170328935116.0,16.185670146984148,-4.587167585810528,1994.5581549467306,1660.7688661175164
1652170328935116.0,17.650884319915527,-3.909941562181268,1993.445681841385,1661.9167275400846
1652170328935116.0,13.20956074459868,12.239072537210415,1979.1625290214347,1653.6174482543674
1652170328935116.0,5.653120782702876,10.449071763023637,1982.8562099239755,1646.521820129993
1652170328935116.0,9.187629388847279,-8.38736246855454,2000.2554109193727,1654.8732883134637
1652170328935116.0,6.068278782236286,-10.628130845697909,2003.11471305724,1652.5014794972797
1652170329034960.0,-17.692429377289773,-4.62196217326278,2003.139513847178,1628.5063997287011
1652170329034960.0,-15.280369314837838,4.966818773588729,1993.3261897511918,1628.330965976534
1652170329034960.0,4.812329068890362,-8.71454876167694,2001.4769986069716,1651.3009180927847
1652170329034960.0,5.998591369855476,-8.216120441738225,2000.6975047713327,1652.329049279832
1652170329034960.0,19.25052678314342,-3.8971137235336877,1993.0467695352404,1663.9557655205354
1652170329034960.0,15.770856283790238,-4.529449753315462,1994.5581549467306,1660.7688661175164
1652170329034960.0,16.996264739756754,-3.8602778971756164,1993.445681841385,1661.9167275400846
1652170329034960.0,12.857206109084254,12.05057545539571,1979.1625290214347,1653.6174482543674
1652170329034960.0,4.888654601571116,10.58366368952079,1982.8562099239755,1646.521820129993
1652170329034960.0,8.572588406288617,-8.484473626057833,2000.2554109193727,1654.8732883134637
1652170329034960.0,5.4757284546462754,-10.687980825532811,2003.11471305724,1652.5014794972797
1652170329134865.0,-18.279858963706552,-4.453697565929316,2003.139513847178,1628.5063997287011
1652170329134865.0,-15.698785253037324,4.964856028687218,1993.3261897511918,1628.330965976534
1652170329134865.0,4.242348990058359,-8.803098152269747,2001.4769986069716,1651.3009180927847
1652170329134865.0,5.316449364419296,-8.142846574273173,2000.6975047713327,1652.329049279832
1652170329134865.0,18.609551480834625,-3.911026584483328,1993.0467695352404,1663.9557655205354
1652170329134865.0,15.188799424392156,-4.468591851345872,1994.5581549467306,1660.7688661175164
1652170329134865.0,16.751654048581617,-3.7559715631294286,1993.445681841385,1661.9167275400846
1652170329134865.0,12.275461562361007,12.143448233343124,1979.1625290214347,1653.6174482543674
1652170329134865.0,4.420948652561904,10.436158114829983,1982.8562099239755,1646.521820129993
1652170329134865.0,7.973646006665045,-8.44873047380147,2000.2554109193727,1654.8732883134637
1652170329134865.0,5.317443201930319,-10.693676124802474,2003.11471305724,1652.5014794972797
1652170329234764.0,-18.891030091329608,-4.414573242373846,2003.139513847178,1628.5063997287011
1652170329234764.0,-16.306389175938108,5.064901181238195,1993.3261897511918,1628.330965976534
1652170329234764.0,3.5614459075162648,-8.721800815147025,2001.4769986069716,1651.3009180927847
1652170329234764.0,4.991074397407484,-8.295846160433813,2000.6975047713327,1652.329049279832
1652170329234764.0,18.012019337986782,-4.115587663933486,1993.0467695352404,1663.9557655205354
1652170329234764.0,14.448615300431682,-4.4178252728625065,1994.5581549467306,1660.7688661175164
1652170329234764.0,16.039274301139624,-3.609937111625411,1993.445681841385,1661.9167275400846
1652170329234764.0,11.497657111492517,12.009682158017036,1979.1625290214347,1653.6174482543674
1652170329234764.0,3.8893465249196684,10.40623870830394,1982.8562099239755,1646.521820129993
1652170329234764.0,7.333725428619423,-8.334272551166162,2000.2554109193727,1654.8732883134637
1652170329234764.0,4.448144430956177,-10.76585650933583,2003.11471305724,1652.5014794972797
1652170329334717.0,-19.150028428871806,-4.57204570403815,2003.139513847178,1628.5063997287011
1652170329334717.0,-16.936300573726577,4.908554354909356,1993.3261897511918,1628.330965976534
1652170329334717.0,2.971025486303032,-8.835325118437584,2001.4769986069716,1651.3009180927847
1652170329334717.0,4.281120938639142,-8.33310980046053,2000.6975047713327,1652.329049279832
1652170329334717.0,17.45000667038154,-4.138430525140665,1993.0467695352404,1663.9557655205354
1652170329334717.0,14.112382049773668,-4.818266266520098,1994.5581549467306,1660.7688661175164
1652170329334717.0,15.395149846703974,-3.8691676641493773,1993.445681841385,1661.9167275400846
1652170329334717.0,11.081752162662093,12.012426729270889,1979.1625290214347,1653.6174482543674
1652170329334717.0,3.3897898852549173,10.435357482520722,1982.8562099239755,1646.521820129993
1652170329334717.0,7.02407535362176,-8.565919929641055,2000.2554109193727,1654.8732883134637
1652170329334717.0,3.9256731414861874,-10.853198243686434,2003.11471305724,1652.5014794972797
1652170329434671.0,-17.320092877509104,5.141503697597546,1993.3261897511918,1628.330965976534
1652170329434671.0,2.419150605607968,-8.813512992378172,2001.4769986069716,1651.3009180927847
1652170329434671.0,3.6696638965826174,-8.260283700326644,2000.6975047713327,1652.329049279832
1652170329434671.0,16.72986846136959,-3.922811589317148,1993.0467695352404,1663.9557655205354
1652170329434671.0,13.452507189275565,-4.438528008112405,1994.5581549467306,1660.7688661175164
1652170329434671.0,15.1639756048238,-3.9234699360591145,1993.445681841385,1661.9167275400846
1652170329434671.0,10.717615430880773,12.14650557460503,1979.1625290214347,1653.6174482543674
1652170329434671.0,2.84438708285332,10.35179700930313,1982.8562099239755,1646.521820129993
1652170329434671.0,6.377909671084835,-8.47539028078704,2000.2554109193727,1654.8732883134637
1652170329434671.0,3.220242819168959,-10.433196121716927,2003.11471305724,1652.5014794972797
1652170329534622.0,-17.987411408631296,5.227647743882056,1993.3261897511918,1628.330965976534
1652170329534622.0,2.0051793529100124,-8.768564447180742,2001.4769986069716,1651.3009180927847
1652170329534622.0,3.315876928863413,-8.362856498307913,2000.6975047713327,1652.329049279832
1652170329534622.0,16.58047686717681,-4.136361269138394,1993.0467695352404,1663.9557655205354
1652170329534622.0,12.671238377727006,-4.58781281205414,1994.5581549467306,1660.7688661175164
