ts,x,y
1652170322636205.0,8.245922353855473,-2.5693110748334016
1652170322736213.0,8.05763233229556,-2.597679404362043
1652170322836222.0,7.873189503793824,-2.616937486587585
1652170322936231.0,7.653663452275415,-2.632751945436694
1652170323036292.0,7.435392496494488,-2.6492219897574523
1652170323136302.0,7.205344022307514,-2.677444359864273
1652170323236368.0,6.962596597980444,-2.6965381061520466
1652170323336378.0,6.714000653128761,-2.708143853853008
1652170323436440.0,6.4553159649909695,-2.7278114222653844
1652170323536510.0,6.190155407869849,-2.7396638432748315
1652170323636628.0,5.909501726484277,-2.741606115016056
1652170323736691.0,5.626566867189009,-2.7441451288209215
1652170323836814.0,5.329308325856525,-2.7470166162863134
1652170323936934.0,5.023811986092736,-2.7435735424058976
1652170324037048.0,4.717942177228723,-2.7453690808318427
1652170324137116.0,4.392176496881285,-2.7325350849695527
1652170324237178.0,4.062340665669765,-2.721766747495003
1652170324337241.0,3.723764795880282,-2.705288039524765
1652170324437252.0,3.3959476900699515,-2.710226759572646
1652170325836547.0,2.876704702129975,5.98799395243929
1652170325836547.0,-9.126126943340992,5.6676099819542225
1652170325936505.0,16.642578599466237,-17.735923832948387
1652170326036459.0,1.876344432477488,5.984793136669697
1652170326136470.0,1.389227909536026,6.030696005710393
1652170326136470.0,15.985997733545712,-17.52165782299313
1652170326236534.0,0.8640273418059736,6.045524587773401
1652170326236534.0,-11.116277147200718,5.395366304569245
1652170326236534.0,15.652812778376369,-17.385444069851808
1652170326336596.0,0.32770093943579054,6.062670329122519
1652170326336596.0,16.550976403973017,-12.091783901816706
1652170326436659.0,-0.20320756491986747,6.07245661790445
1652170326436659.0,16.18622300941678,-11.932368273785968
1652170326436659.0,15.042709171556702,-17.09397677872502
1652170326436659.0,-12.167234562132494,5.115565201306643
1652170326536726.0,-0.7511548817137808,6.072902441961403
1652170326536726.0,15.815524216549292,-11.774123387023067
1652170326636845.0,-1.3151318785133552,6.076841156307121
1652170326636845.0,14.44835065459734,-16.78142473103597
1652170326636845.0,15.466353273204767,-11.587128402809228
1652170326736964.0,-1.8957036444744901,6.050334393831469
1652170326736964.0,15.112451013129206,-11.403781249413244
1652170326837085.0,-2.460762340253191,6.036548196013565
1652170326837085.0,14.755266194629758,-11.219106652962433
1652170326837085.0,13.859185183033736,-16.391217387497385
1652170326937151.0,-3.0297298932907255,6.0088810493752725
1652170326937151.0,14.395450388748248,-11.042409730686312
1652170326937151.0,13.529619549298376,-16.212277370534323
1652170327037211.0,-3.5877672084190446,5.9661047460195205
1652170327037211.0,14.022881598053264,-10.85968479917663
1652170327037211.0,13.256289512754716,-16.028602224123752
