ts,x,y
1652170322836222.0,-6.877134292348249,-4.091218785572789
1652170323236368.0,-15.782123572954744,-3.2171456498804134
1652170323236368.0,-0.09135779813667774,-2.8847607059726235
1652170323336378.0,-16.008920368475412,-3.155152810351666
1652170323336378.0,-0.3361600449215854,-2.8747859390402217
1652170323336378.0,-0.3348225009635408,-3.0408884481743153
1652170323736691.0,-17.097751307031576,-2.948286890481467
1652170324137116.0,-3.4643343545210405,-3.4806116469771093
1652170325536799.0,4.064242136628949,5.900531440855034
1652170325536799.0,-0.7011027022624765,-2.5463817967292335
1652170325636695.0,3.7105659931007895,5.901247233174346
1652170325636695.0,-1.1163937212973474,-2.544742453139272
1652170325736590.0,3.257373452411093,5.917713972483186
1652170325836547.0,2.712500570808695,5.942250605041396
1652170325936505.0,2.2574955799276397,5.963606243664759
1652170326036459.0,-2.814962717359765,-2.5832462883834664
1652170326136470.0,-3.242742897713159,-2.601002575617163
1652170326236534.0,16.87139160394889,-12.257724649707054
1652170326236534.0,0.7614839762732835,6.011082789781271
1652170326236534.0,-3.698315154530889,-2.6219767215623757
1652170326336596.0,16.52239971195226,-12.101514694070847
1652170326336596.0,-4.127221397453004,-2.658773886645882
1652170326436659.0,16.168501868576456,-11.931083574909485
1652170326436659.0,17.50084574947741,-11.588001726906976
1652170326436659.0,-0.2885625381037124,6.025332379010354
1652170326436659.0,-4.565868351340514,-2.701915873574759
1652170326536726.0,15.800047995337845,-11.758214262304904
1652170326536726.0,17.1599940087795,-11.397168595373797
1652170326536726.0,-0.8304929814621567,6.025096729892518
1652170326636845.0,15.430969960231941,-11.58633542505378
1652170326636845.0,16.76711212952712,-11.20901375584326
1652170326636845.0,-1.3827649403799112,6.02140345645568
1652170326636845.0,-5.495659410003806,-2.802654592363893
1652170326736964.0,15.086321264699059,-11.399999656009758
1652170326736964.0,16.42415829756532,-10.996759419621403
1652170326736964.0,-5.955707222670172,-2.865063512997917
1652170326837085.0,14.738285843224288,-11.185601383200941
1652170326837085.0,16.06077528320888,-10.784800259397807
1652170326937151.0,-6.848346804866811,-3.0199374410647466
1652170326937151.0,14.379168621253616,-11.010957229811838
1652170326937151.0,15.702021279379565,-10.581129339158968
