x,y
365.9828843480611,-222.5820321431537
354.3076038424977,-219.78013839100467
348.6672580535534,-195.32496236295503
347.19244108251274,-195.9703727071655
322.3108319448179,-174.24567722379564
296.3118898580163,-154.0240331811365
301.20443814098877,-171.1786952136407
-19.8234416189514,-478.2860835916293
-43.25552811356679,-471.9623162125857
-34.67936243852918,-438.5082717724864
-34.53241825010666,-403.6832621384988
-31.155453571252295,-368.28956446494914
-24.706668619788985,-334.06607248403276
-15.191575806239314,-302.2554710403986
-15.475577425699516,-300.4345382014536
6.0231007920658675,-274.5125085852889
5.980987926615565,-274.6333603013307
-10.33183467689463,-258.7877241506283
-10.357864780403045,-258.96998445638565
14.802180338322238,-252.03648756187079
4.25177395248014,-247.12291982177726
-2.8658161993515137,-241.53676957872744
19.703794529856417,-245.37667230726004
22.615486137691967,-244.0807297440151
28.973368092555603,-244.277583255725
-0.0010755891705667153,-234.76206975251205
0.059046984292671745,-234.60516319494184
-0.716175086979983,-230.96597199269672
1.0716818516696645,-215.45031753001217
31.999841366581784,-223.8450039918494
31.889337463375348,-222.82661169603819
31.87165909837137,-223.81509625785714
26.294464675149154,-216.218240362173
26.33725291253006,-216.09411681488604
14.801678295094312,-211.75848114980982
14.904414929656138,-211.86058131911668
16.89624732264139,-209.5343599748034
35.0934430525089,-181.74330579113266
52.152702929868845,-193.89312637560892
52.29298560629312,-193.7664934805441
43.69559366332555,-168.16437888978217
61.341080496401474,-161.53126540195208
79.00560885950838,-135.03982126381527
99.32238286333015,-122.40486616692355
97.25285274178997,-107.66735562720764
113.902631993136,-102.5262634486046
96.46461685272186,-88.15639548466619
-322.1987174069226,-806.3162377112319
-353.2594105285892,-776.334339043283
-353.597503095748,-776.3082496777984
-369.60694906392825,-759.809494317612
-366.0763583678824,-758.8309030029382
-374.2034645597466,-737.1246614295462
-378.3964382524452,-735.7538861826506
-392.65523131235983,-711.671910455627
-389.46870304891,-694.0023423829786
-423.41224269821737,-629.6802902192187
-442.8229847473479,-595.6886957066217
-456.7449535326188,-574.8210237094156
-464.3070387488057,-566.4488819790527
-490.7543214951395,-525.4310671060489
-493.48044913342096,-523.9673275337666
-515.5025953782482,-479.46409595042564
-529.5720574477821,-456.48202940761587
-519.0245872084031,-450.3441376072502
-460.5177418416526,-544.6716096322982
-445.85338818884827,-567.8413656649307
-445.66662444779945,-568.1198799069596
-434.89135659233335,-561.6813834571242
-438.8833594337166,-578.8241504397408
-381.2297915085429,-677.4872165910522
-361.49918404806147,-681.750190817316
-360.54748399950483,-682.7276866616885
-357.2457145098444,-685.5499616478868
-336.58777887585524,-721.7582747408154
-313.34755317816246,-759.1456351481172
-297.7849968521392,-792.3945686320014
-496.28276079184036,-458.6941300491018
-772.7676232108208,-18.689357131515813
-783.8449823927189,-25.07659505226558
-788.5823983345014,12.792761861359388
-894.246667995712,152.27551166515985
-964.8275818210517,264.93035939676054
-954.8429075855305,271.5677238132815
-899.1084574672356,122.24295606066694
-875.2157848540056,93.42255435899423
-796.7342502799979,-31.888686409752886
-791.4593399444383,-37.33486986112143
-705.2365008973682,-175.21198769050517
-1070.0116086813666,398.4480652093482
-1060.9916707475077,404.61691981205195
-1104.2130799922977,442.73363979436203
-1314.8772816665157,686.1545947637076
-1365.0341887458785,741.2096692803636
-1357.0505309068405,751.7244020761798
-1383.7174913963836,778.0154346102688
-1399.2286131237418,796.4731147491401
-1399.0781352546553,796.2995095596657
-1423.2240306643646,795.6395523319263
-1420.3912038013632,798.8561844171902
-1448.7292460242522,819.4499373080512
-1438.1817568734862,827.9988073179247
-1429.042619682397,835.1618214606824
-1428.9231894365337,835.0051336103236
-1419.9830702184754,849.6080854185651
-1394.8931621783856,813.0917444702363
-1343.191536330716,760.1642617918992
-1322.8923969104264,737.1677354159228
-1416.7903760702081,791.3939018074961
-1421.2928108710082,797.9476945185384
-1421.0342702504677,797.7533794791468
-1406.8724730587674,800.5498989210482
-1425.0692118426473,819.4958727601957
-1304.453902358037,717.3323919575737
-1252.623800707359,662.3821257860309
-1166.2834529007891,563.6545860474392
-1107.9848776638337,499.34210967177023
-1109.3500326289297,489.716054352196
-1502.7412604874376,849.0898311211445
-1503.0394337727384,849.1470305315675
-1491.4677389311596,853.2064384114819
-1504.8879760956181,860.1026806129455
-1488.4370350126676,883.4072880314358
-1498.0146605816738,898.6603017892121
-1488.246014450686,901.9418591973815
-1489.3895795710976,910.4503605976173
-1502.4655754786622,939.0592648746517
-1495.7978807871534,948.8230378122375
-1482.8836741053028,906.1969145517457
-1463.5981180379795,912.896913680685
-1436.0828625104512,904.2740565925734
-1435.879351085953,904.2571530033704
-1431.191123323772,852.0739485597992
-1409.3124571652706,883.3357049780823
-1400.8746878593597,881.3613386271077
-1419.3872447978263,886.01970105703
-1424.8919090251773,893.2032484788638
-1415.9859775219782,895.2463382582566
-1438.8517238179795,890.997516584715
-1417.6808948783432,905.950385940077
-1417.8254957185209,905.7989862652528
-1425.1321046382461,893.057322173689
-1401.9656723411777,899.8784194906648
-1388.163223705749,898.1495705412294
-1395.1093570018108,889.1603866649191
-1380.8767845981617,907.7748378213336
-1364.4688351568975,928.131142536289
-1348.591683702244,944.3448766035085
-1328.8886187402652,952.9185694874883
-1374.731641970429,911.1805054331546
-1332.365066658267,952.2611502156632
-1360.184956983034,955.364181419892
-1379.8025109769387,934.0210944756524
-1399.5257388823352,913.2957617433126
-1369.4218386797452,948.7999107662445
-1352.374408358884,962.3426310941887
-1341.5636103433028,970.7822666284139
-1322.056614187552,984.5436355350191
-1315.192402156222,989.0524380495294
-1310.7598187240444,981.5029456750406
-1311.990519295754,969.1289324365447
-1295.0951296144594,975.638921005821
-1302.9038289153737,985.0053282828607
-1303.2856464952424,984.1872463169627
-1286.7230125914652,986.1500481030598
-1272.9743245984212,993.2165217427798
-1280.3307723803584,1005.0953708469408
-1289.5492711057445,974.686820142198
-1270.9886118413428,967.4425510403685
-1269.189388468572,978.1298968838848
-1264.2743709650003,970.8017513297509
-1262.0794156746765,984.2043998581673
-1262.1436049567258,986.4973725694949
-1255.0826399181121,1007.7845857637137
-1262.8551407190994,1004.8444637906555
-1265.8234597398668,1013.4309089853875
-1269.0032349166836,1013.6433451026722
-1308.0089874156665,1004.2446560190064
-1242.4492759515097,1004.2054992388221
-1226.2317228022775,1006.9313572375465
-1245.1749149973364,1016.611810604109
-1182.6009780739814,1016.4415956523601
-1146.6647789463982,1020.8058144547249
-1070.7298929259753,1024.629841400858
-1121.5187642650635,1005.7750552441739
-824.6403186066279,950.4787212152621
-789.2012014363344,930.7932073270264
-743.8304801980016,898.4708103435847
-673.4884838571935,829.8528504366536
-642.0107123547735,838.3722006542714
-591.2938637205859,800.9210302883978
-561.3896798621079,780.7365555304016
-383.02342044778646,710.1419660949948
-371.8437908208619,706.0739363131835
-327.23790311274934,696.2867415755669
-285.61516112341366,704.2705100442515
-196.598797047823,700.431547424859
-223.48508693236698,695.524677185487
-220.3369830946411,695.9081972756604
-226.1815583792919,694.8943601113324
-298.9764812948922,688.9486616191074
-320.08861483340655,688.9146876460236
-385.99714013175776,692.225921186846
-505.77873183976277,726.6666561252082
-556.0342059134498,754.6985932206139
-235.00987698108358,710.0193778541383
-228.73195690494427,711.3094020339577
-213.14929198275453,713.8831751831124
-212.94471680899497,712.2660671184718
-192.94232477707465,720.7005232102846
-190.38617393068037,719.5703491599338
-186.0033171856458,718.986139684502
-166.60799522989925,715.5512618974088
-129.79558783174926,733.9426583188367
-139.83037183813337,716.255634322054
-33.679494063137085,765.9189100441465
92.06818310483058,889.3840424026475
133.81327107812666,935.7702919646222
131.60657694030974,926.7127905539928
150.36529076979653,950.5567826904314
167.30030557086764,984.9903697658574
149.5232515221018,981.364480082002
1.8647980653042424,807.5887695634096
1464.075367238583,1168.5953171438043
1463.0509370449533,1166.0014462306967
1463.3582353701665,1164.110282206899
1461.7322947841653,1159.0231265755879
1463.5413363364614,1154.3037160711235
1464.266367386238,1152.2717879297072
1454.7409423976399,1148.7877984192469
1448.1719607047369,1156.7570929321555
1575.2465915023545,1772.2117015201202
1585.800759297404,1780.2010548084704
1667.3545658719775,1676.3845318060114
1679.1290027284942,1677.5533310260967
1677.4002069077537,1677.4403525659482
1679.7419187203263,1669.059515263949
1683.0539283030835,1670.595434341094
1683.0683346882274,1670.4670262883071
1679.8750062903437,1658.8718000605109
1668.4986357647447,1656.3484767315263
1668.6009827071648,1656.3134553279046
1657.867698840062,1652.0395574806748
1654.4326236976183,1649.3967727841423
1651.1661792871785,1656.3221075898896
1656.179351034634,1659.5343749903982
1654.788160130873,1670.7092429457934
1681.4621614406458,1641.5986854988623
1693.1530690044458,1626.690324242349
1698.948202270532,1633.066535606881
1710.1010631049971,1620.4566524421082
1723.4085904557958,1603.411883365756
1724.839731480455,1597.8306537395183
1726.947526310653,1600.0398884258034
1701.9762903089738,1608.7789686399424
1708.5292904021578,1603.1095892662224
1721.2783667752883,1586.8057963822873
1732.3307806483158,1572.761783571747
1729.1073222074308,1576.730265463144
1745.2299145952445,1556.338261848834
1747.5226790860672,1553.505307014594
1736.2051573092162,1587.162546719309
1747.2068514913178,1573.0574973197408
1761.6970908689666,1554.884500974811
1773.0266303539222,1551.8634209576248
1770.288164438346,1554.3422549625197
1788.6719440079744,1543.0899988569872
1784.5297916608326,1542.0278472560833
1782.334717401672,1535.9428647922814
1782.4384735991205,1535.799208837271
1784.3695529371753,1531.721639223847
1784.4368363869162,1521.9802698150306
1785.0649870289544,1524.9011191044701
1748.9821785860277,1551.5031227569073
1755.9632492053242,1539.7819213138846
1756.0898586165958,1539.6840648204643
1750.18083317485,1529.0851357832703
1750.1817136597374,1529.1959564775495
1746.4695778934072,1529.0931129537262
1756.7439352851816,1519.9093771317084
1759.1727368498578,1524.8411850280766
1767.8055929661282,1526.525197488495
1767.7108261860224,1526.4142038303448
1774.075077870884,1522.9306025721403
1782.2718273107116,1510.9097350207394
1641.9212636781635,1636.3816463257385
1629.91001800851,1623.0003029802235
1620.194943792874,1608.9270760616375
1620.3305103502994,1608.9314275026454
1611.6804153872706,1594.5423100112034
1611.7993745795352,1594.563707808595
1582.4976948546516,1563.9911802309048
1600.3608183189076,1579.8934963800693
1600.4945124592743,1579.8895129335197
1591.3917789253042,1590.289688931411
1575.074429100405,1556.786751743958
1575.0439859017229,1556.6485582881246
1504.4265085247596,1515.8827300888302
1462.239500588949,1479.5350686497352
1466.818733640018,1465.9965256362225
1474.5536928094766,1473.8888006105258
1474.557658715887,1473.7173038170517
1480.4940164035643,1477.644002558673
1491.3403056051577,1486.5119646017124
1494.0950492968184,1489.6991810604686
1499.7266052256743,1494.4033086026357
1512.4464824775312,1505.245395541166
1517.235071256186,1509.1194247636474
1524.3497223612683,1516.5470638516022
1561.624290485384,1545.7428562809373
1551.118706562338,1536.0901856898067
1450.6248084353133,1471.9320436176108
1443.8841651887976,1470.8180933517328
1395.460092829712,1434.4220213099686
1395.7879254774143,1423.3385608379253
1421.5871205703352,1440.4877168837343
1462.3732299800963,1459.5351395957596
1462.2569548315123,1459.5324051719351
1445.8955515254318,1455.719114782501
1369.063348730187,1405.5929726486809
1342.449591066118,1387.9000458107882
1313.588613598251,1368.8363403911171
1285.3412689216116,1349.930076983326
1276.2664777024027,1332.998804565288
1276.4244048269327,1333.0327274458673
1270.4983463857152,1339.7534966094481
1270.4399054196824,1339.6537764828568
1257.9335894697917,1332.3419615122136
1251.1293220890855,1334.567219084299
1251.0210950392725,1334.5706301400455
1247.6377842205236,1344.4536052115577
1256.1276393678584,1345.7987673308833
1285.5537421248591,1360.6335948722865
1339.370594608124,1396.067450152067
1726.8038514338157,1498.6003601383065
1726.836398787117,1498.7170856087337
1716.4922497387222,1506.76293159202
1709.1647648055525,1499.7597630201662
1679.910842186356,1478.77662077161
1651.548151356749,1458.4568964689042
1628.9586347073978,1442.2800253417884
1606.1685420897757,1425.9295705811987
1583.4343544040983,1409.6153005829249
1561.3538439309525,1393.8057967911363
1537.7941020307846,1376.9362315223843
1679.011499596391,1479.9932686025986
1663.8304556389976,1470.0977075887822
1630.4300655470477,1428.4432511010205
1670.5601634377012,1456.9871807082668
1692.3895879483607,1473.9320794734135
1703.2134963,1481.6007330082775
1704.0406598266768,1482.3000110590601
1717.8126575134902,1492.1085597560686
1513.2283372877919,1363.0251366630546
1490.1003628497047,1352.5461106625717
1463.3976796277946,1340.417327395094
1437.062517646856,1328.4625794733574
1412.4243499993624,1317.278432232959
1387.2248675033256,1305.8387535711377
1362.1142677779349,1294.4443183392727
1347.3600450074061,1287.9320958657454
1339.1532179417698,1283.9957480182402
1330.655051429475,1285.3858568006708
1333.957167578271,1285.0267509035352
1323.8955319456975,1290.6159035151538
1314.741855221325,1286.971986345803
1318.0192979601684,1276.5042678730154
1312.1728837557207,1272.470256662284
1325.502882954424,1266.0709094257602
1333.8596657144112,1265.5834446741328
1340.9587548609593,1263.1014575314364
1358.3709496043914,1260.0583465106472
1350.980810854503,1265.8846967721393
1349.2590122540273,1269.8432353500293
1349.993505419578,1275.2325598142654
1351.4352986300144,1277.9235609575658
1353.8347443514292,1278.9141030086482
1451.7713134801907,1323.6520270827245
1475.1838218948253,1334.0766752876807
1532.7929700323587,1353.9334911171998
1303.6031843589778,1309.3642772758644
1386.85739149905,1234.1778195756578
1411.7551380001096,1211.4568019261874
1438.7639944104772,1186.8704295674027
1444.7082042128607,1182.0951789416667
1448.873176563423,1180.9508191327645
1436.8551413908249,1167.1451492704136
1435.8839416245335,1163.2796920008166
1438.739547754698,1154.4486203436475
1444.6461472211377,1157.3277534571434
1446.65971123143,1157.166180757637
1432.983204460326,1175.1891408284635
1422.8847588904102,1151.8225763231285
1411.8353372535514,1141.767225303563
1384.92488513169,1117.695216190882
1329.2037872329145,1072.5694513395083
1325.6683756657442,1064.4613220736621
1325.746130570581,1061.5913497077743
1311.7215020795347,1045.6165886992244
1270.7141797401766,1003.0395252812259
1262.906088293084,1001.4313391029291
1255.7275476417715,991.1163616257791
1196.453051397323,930.1169876839419
1193.4694040054824,910.2647918598886
1216.9770416718857,934.5856910542393
1238.739740565033,956.9906314987361
1255.9896891751848,974.4051937928396
1262.4985878137736,981.6092278473027
1286.1827297691414,1006.1164278118481
1309.8899847715154,1030.5818124600928
1333.6706640914379,1055.2384699598842
1357.5248756057251,1079.3521039771383
1169.508084255015,885.4677622411343
1145.9165549780723,861.1037586413813
1122.1914951317947,836.5622581143978
1097.110350672477,811.649197279769
1108.335406223356,819.3009941284172
1072.7465797534232,789.6002562254905
1047.4398937006065,767.1036157921297
1036.4396159137589,754.4001659696091
1022.3667742631744,744.7956806772206
1001.4289142154528,726.1580828478798
986.7034359648791,713.451824927701
979.112568036133,696.2322290021311
965.2713255356786,694.512748538156
948.0161049496262,678.6992744154422
923.8832781782976,659.9840458894657
895.5117845753339,648.8458587677111
869.0384184383876,646.2242171166537
860.1900001053054,641.0070565495332
855.0487036877909,660.9962677425867
871.4578422529745,655.3612401280903
961.8543664905834,702.2408921497365
983.3462637231179,721.214006893195
992.148482934649,739.8598390912068
1008.017763993526,744.1358963917028
1027.259798206095,765.6200345695033
1035.4654748791022,769.6143825308893
1069.019062855881,798.9626019029208
1108.892363436233,835.2552658012874
1128.1403587685584,855.9884346036956
1131.9397622268648,862.5950521744236
856.240799864084,626.9126171746765
865.562855744211,608.1997742574356
878.6875108228428,575.2573481888455
883.8933834318523,567.2679224471848
893.6691189720447,558.673858348632
896.1757780720073,551.8222492380787
896.6413592374911,549.0253269342155
907.4081809698253,534.8556123152063
888.6131800796907,536.330963099173
885.1247110934737,540.1257256053564
879.7691627222434,538.7432403409206
872.936919762856,564.2511796895373
863.2762857021125,582.4291375833978
849.4371525365458,621.0878756933382
837.5169041218182,636.8705788603942
835.7167942489962,637.9797899505112
823.9032905850158,646.0813521099476
822.7091246518312,645.7441065381878
871.3510096947088,528.9929499659396
870.8920975690062,524.1343993645278
868.7306838407527,516.4811980185905
865.401699309899,511.2108722578529
848.4331251203889,502.5475669672213
832.7784325294577,484.3884330461071
819.3585511239193,468.8813185095636
821.4975548866407,462.39647677754294
816.4386178408688,458.4440696591587
804.1135347097623,451.2339626580962
787.1843814612157,431.6895193740785
771.6701567641193,413.76946732773774
767.3575084877726,408.60913387896954
753.3224374695445,392.75900432784647
739.7513848448185,377.2373332827325
723.012962975923,358.1937296495439
715.5621783051679,343.1126502482621
704.3995673103209,336.89816814630257
688.2769137371272,318.39939262805564
673.7753880013809,301.7197443715984
655.8542883163163,281.07090149956673
650.7467405510625,275.28743743674715
637.0092613455441,259.51980616641873
631.2045819053635,252.77587278193454
620.6531180306936,240.65349807669588
601.7282277356451,218.83957210335723
597.7664588552379,214.06926036464716
585.2663664578132,199.90879852729068
583.3150235723731,197.61294855585209
605.9238367822364,172.43744295049038
599.7573136889675,155.44382445794997
574.2542464762488,179.75936025798055
584.215650508318,212.04105218049824
595.0275548674156,224.53595102869355
595.0606907155457,232.99544376843943
610.0201699535539,241.68802186782233
621.6740104446424,255.08583420160448
629.5289031607067,264.32829136170267
634.8976763369834,274.25157283586185
637.3776626720181,282.1286824311901
648.793682605457,286.36057943068374
658.4430146678163,297.5342232188285
671.5186475949823,320.6503451228488
685.9296798561822,328.96616861600495
717.1416156033059,364.63992791885966
747.9568100674555,401.7007049367968
750.885045663392,412.55011577576283
756.8555151327012,410.5412344371117
792.8592389832105,451.7357059367803
827.5845059685831,491.9797269209854
830.9304504817273,495.80694334917393
850.6211154140442,523.7157070895337
858.9870762495451,530.2256486113962
861.8548132387344,532.6135441045769
555.3064636188935,224.47778260269473
539.8583755808324,234.93062977111765
550.7257781307826,201.67807190560129
529.6423951507442,222.4833953120108
556.5750171240643,182.07275334046417
529.2357994614281,150.47519407898162
521.7642849497064,146.4237948218139
508.8025383979263,146.0778143349574
513.7008167277652,139.01861238786464
511.5328295816084,130.4532694795883
505.8242930958968,123.87052832713498
504.1848332313398,121.77896764068497
462.5880068204508,74.18098073281092
449.04050114058884,71.88030756765352
434.4041081208861,86.36695425867349
420.6500651853696,99.95582849859804
445.55327634005215,62.982184216304404
442.32445165144156,50.632009493129274
398.1034829041337,-0.6832397523093761
383.1370222615273,-17.86662597605742
364.3514376953289,-39.541580761887786
357.8799851471068,-46.91546401707771
329.1873254504328,-51.34216808545879
306.6073971784567,-42.94963517581678
332.4818890129415,-68.83164530429723
330.07471860063885,-78.89330784922979
314.1377832619735,-98.13638496168791
297.7145555610627,-115.81273569782698
286.9255648997704,-128.2665711539076
271.4322203022333,-132.5286356268453
248.9148277022039,-115.07140639727247
226.92121232667753,-97.90081305520404
204.98490110455703,-80.81807052011513
190.9703598714632,-72.02738984050511
183.04692764589493,-63.50128584660458
204.0481761133369,-92.7982815587883
207.35656377591755,-95.46749367021096
274.1925288563634,-147.77804933966598
281.27196330110144,-153.34923968360448
294.4097680649194,-135.59478270316117
296.62746245233274,-136.18080348554582
322.1826439545938,-106.80616969124168
322.9448534496658,-105.75404409424215
348.77270419754024,-75.90364370442303
370.20265774425786,-50.990434488634975
393.18921167246606,-24.410415801639967
414.40952043110275,3.328972555305228
437.37430663682875,29.821426370354637
451.9366957802017,45.64357990562722
455.6453243168212,50.56993210189322
463.04054530897923,48.789779461972
476.5597297890289,36.785590372604084
490.0485602944286,24.900358332056584
491.6876363785059,33.08074611427434
468.2950002858457,54.47178378351155
468.4145762430616,55.56366153067353
470.8810339956594,68.03703212803762
481.35229363113706,76.30683273572592
480.82854357856985,75.0903402919913
486.3887964026173,85.8729215373506
503.1686069055188,105.1682764590859
563.2454987892842,174.2513492949045
169.41717739012918,-64.98616962613995
160.2349990211915,-54.00230371906825
148.7094967020515,-35.903426787356054
127.77119764045995,-65.13658326436077
173.95132303119905,-56.80346407145885
147.08863588290302,-16.72771621837282
121.04878107202538,-31.033799499343733
124.65745207887853,39.5709156705619
158.89198982205852,161.97116109065888
160.8316768527518,163.61550252615416
236.45139128940286,419.8009168504765
256.2489797019354,420.37839046498823
205.03643806594312,410.25963618519336
191.55787084570926,379.0735016258821
181.20554256603444,348.59084936745904
179.78594454888264,317.28625329967946
176.19781654297597,287.2608855199807
161.49371823344848,260.31671267536274
153.19151112945684,232.43075748917408
152.30313374941284,202.53868232572262
151.25208298925855,172.89218294176513
146.23938134808924,169.35042494212314
149.77410389600823,150.61894379659014
141.74035935709946,129.60709136362175
130.8206868896697,109.26349250063505
124.17797335304522,90.56566820428743
127.04202892825944,85.33393523045086
125.96982210981291,62.4598128167615
107.19379496861795,20.916762151645997
103.05155543606641,-2.4127398064090713
101.52882835778934,-19.59383676924635
107.343530977372,-23.79028964859002
114.59126123627865,-37.27160101827813
173.12529281273402,4.690787991962431
188.9054926070628,30.897001154097126
217.9802000719079,100.1372143820366
205.1514318636899,64.59360360142776
236.76659594767304,171.52790577136588
264.2462972507316,279.2731488818982
273.43156783192643,313.05980453926315
285.3210399872829,345.74768746790517
291.79750402936736,329.03534329687267
299.2475414696033,344.01829151612293
292.68782434959957,354.5010724383276
299.36322365749373,367.45586140690614
300.3544325104799,377.40505168119967
306.2341535992057,380.5891269802506
323.8251219288702,393.1992945545503
322.6725832089213,407.8199983507268
369.4789653895577,396.77575569715316
355.8524267808576,412.9978290984561
351.22271163722155,407.60704836242076
343.45911220720734,418.04066917758314
344.2086459510379,465.66334489569056
331.9503238642665,465.51424713488643
