ts,x,y,heading,varX,varY,varHeading
1652170322636205.0,2005.512266174463,1617.414135079356,2.0357570888796133,4.674943766513934,6.05159784164448,2.574575200777803e-05
1652170323036292.0,2004.7839454817592,1618.8494195682886,2.0602848025192433,4.686429957155497,6.052231288588018,2.651196927287666e-05
1652170324037048.0,2003.5769372928414,1621.1523906183,2.087506037285379,4.72258948432227,6.068411831626008,2.740218290719348e-05
1652170325037136.0,2001.8743755409134,1624.1451628530024,2.097132831993797,4.76463273160158,6.083049709996885,2.8276873243968975e-05
1652170326036459.0,1999.7556591677553,1627.8139368986363,2.078581784472523,4.840954884891801,6.110687947093766,2.9309475430413927e-05
1652170327037211.0,1997.576477092606,1632.018259295025,1.977198970198733,4.9520750177549075,6.133077218704841,3.047830266644353e-05
1652170328036980.0,1995.7858524654246,1636.8996271122915,1.8528309451886869,5.009329832718379,6.131974317381776,3.1637223667799304e-05
1652170329034960.0,1994.5598763452917,1642.2317781520287,1.814819114317767,5.027102217905451,6.143737013681175,3.2622534148792004e-05
1652170330035330.0,1993.1566576195344,1647.677968585107,1.834460992621538,5.046866226916848,6.159638142008191,3.367969214053584e-05
1652170331037804.0,1991.7803464206395,1652.745126298125,1.8508128017146246,5.073711396697945,6.173403359688564,3.466177612971411e-05
1652170332039790.0,1990.6588407613601,1657.5723978594483,1.7037306757672925,5.099597217577184,6.190421196279431,3.5767489288709814e-05
1652170333037498.0,1990.5588991676489,1662.1931362197365,1.4301323691403847,5.103209469024478,6.211597486868413,3.710923486241688e-05
1652170334032434.0,1991.6286244242515,1666.791322669725,1.2766980547162385,5.111184856173679,6.234164744172631,3.790106049378218e-05
1652170335032757.0,1993.1719823326303,1671.452604690003,1.2541466063425295,5.115635933041233,6.25724406218211,3.884403270568982e-05
1652170336038745.0,1994.959015832813,1676.4776486775513,1.2232879262910223,5.146002875586419,6.293108632439726,3.999764130525785e-05
1652170337039780.0,1997.051286106658,1681.8432645363218,1.2066629434491214,5.214013821642766,6.350809666183125,4.111170763348066e-05
1652170338036255.0,1999.0949980105208,1686.733027592641,1.1263203002094468,5.247152289371172,6.359139958072376,4.230047467434936e-05
1652170339035127.0,2001.571418617099,1691.2001030958666,0.9395253491134488,5.277192305231665,6.3627466356056175,4.3683335128261366e-05
1652170340036154.0,2004.9033611749894,1695.1383616162561,0.8112350870289611,5.317070801174907,6.371793681366,4.4800820342552194e-05
1652170341037077.0,2008.7707665798864,1698.9359342928378,0.7667606962988012,5.350628401432061,6.372825252882649,4.585490385714452e-05
1652170342036505.0,2012.8830671623602,1702.7837129796599,0.7607723788506763,5.383229418852409,6.370342159723407,4.7049106196373137e-05
1652170343036090.0,2017.0022974102048,1706.5634790924387,0.7665620244814814,5.411888669983966,6.397737070477035,4.815630319914392e-05
1652170344036726.0,2021.2191831914733,1710.3677906405385,0.7634904010592112,5.400647437156522,6.432450961943914,4.918447284552473e-05
1652170345037437.0,2025.2946769902887,1714.035958892969,0.7603984044546018,5.395572259727999,6.503923694328705,5.0262761432608264e-05
1652170346036903.0,2028.9951225565621,1717.5005403940306,0.7595996558646599,5.392379478007797,6.59053881852833,5.134356553535576e-05
1652170347036188.0,2032.4248167237179,1720.625091018163,0.7676018557291026,5.397719031187137,6.644080768512367,5.232885386996164e-05
1652170348036558.0,2035.5189851359276,1723.682983987459,0.7814731300038621,5.419176929122443,6.733173849395428,5.339056714978269e-05
1652170349037378.0,2037.9457362651838,1725.8203540144225,0.7740628176916896,5.424821817385293,6.7830169193484835,5.414989216972837e-05
1652170350036913.0,2039.617466640782,1727.410896786083,0.772028362355951,5.451098460602225,6.835823675148788,5.491427806937666e-05
1652170351035790.0,2040.7222808767608,1728.5350572239997,0.7939211444130561,5.4637963503165,6.863228843674335,5.5717857062337084e-05
1652170352034777.0,2041.7587650376802,1729.664065394957,0.9467092261539376,5.473074836485466,6.9246831132077205,5.71452191729676e-05
1652170353035250.0,2042.716640950649,1731.2439850834596,1.272295583118229,5.464464013504994,6.967424171918765,5.847916620955796e-05
1652170354037956.0,2043.1054699340357,1733.7759652676,1.6152945528168128,5.4580621464015735,7.010580799826641,5.8085659860359784e-05
1652170355038987.0,2042.4990787284614,1737.3222427506896,1.8706837118721418,5.462866817084034,7.098163993156049,5.8193148869534975e-05
1652170356036628.0,2040.7984366985763,1741.6991773784368,2.0499991417571395,5.481844272637545,7.137444564534746,5.8429487789642025e-05
1652170357035887.0,2038.2714513181925,1746.4620196377145,2.1100198685086906,5.496692851480077,7.152968043010333,5.909201104114378e-05
1652170358036866.0,2035.3800965688322,1751.1716114678056,2.151909794558983,5.516022332143621,7.1675483478343835,6.030244059648167e-05
1652170359037503.0,2032.5750930941504,1755.320434462735,2.183856542363355,5.552934515274558,7.2162898807010265,6.125845654817675e-05
1652170360037045.0,2030.4308088285209,1758.2201503177102,2.191607939032141,5.627936949886362,7.302727203068798,6.0834448042212286e-05
1652170361036090.0,2029.3735714251723,1759.6798574543745,2.1945603194166017,5.671049442901278,7.339430834605309,5.659782865765903e-05
1652170362036136.0,2029.2109085428888,1759.9857798310702,2.1958860410072436,5.702269634357947,7.366677260534061,5.360916913931495e-05
1652170363036948.0,2029.2419195595517,1759.9189011490575,2.1957693945514976,5.722513582804822,7.381955598705247,5.344890049863355e-05
1652170364037370.0,2029.2304268181902,1759.9238536815865,2.196279123584139,5.735831908039074,7.397186216169359,5.458900042420683e-05
1652170365036580.0,2029.2357460933608,1759.923846414133,2.1961406392074547,0.5729384133777025,0.7383113975143409,7.033358713140559e-05
1652170366036461.0,2029.2343125492814,1759.9228301601672,2.1961694013472277,0.5723656690196464,0.7375568814267162,7.026535219148886e-05
1652170367037066.0,2029.2356268586955,1759.9223600941064,2.196147030794071,0.572359716652727,0.7375491006974109,7.026469817554153e-05
1652170368036830.0,2029.1792813632626,1760.0022626192617,2.1961555529095595,5.143253572425465,6.627841988822411,4.971746466377257e-05
1652170369036151.0,2028.8053432925458,1760.5678994073269,2.210854604230143,5.136807165427001,6.617299889946082,5.0619738802302353e-05
1652170370036131.0,2027.7736291438257,1761.9465149913553,2.2588873776508116,5.139459616204078,6.612090228459749,5.079053810908453e-05
1652170371037228.0,2026.0787957818793,1763.965275926343,2.2783593462770346,5.139792571993041,6.619922666105197,5.095867683982466e-05
1652170372037769.0,2023.8762099003957,1766.7029263830132,2.2755417218437315,5.151017756336444,6.63991845580091,5.1608343427682496e-05
1652170373037248.0,2021.0328627435342,1770.0698656885133,2.2479993098501323,5.151800233017866,6.653955344204917,5.2378615941513185e-05
1652170374036008.0,2017.9035173954449,1774.1457159699391,2.2302237748382887,5.155661537608069,6.66520734446982,5.329338276916511e-05
1652170375036386.0,2014.3681596835336,1778.817877870417,2.2065823612094375,5.196039850771058,6.721718721357831,5.438717936166578e-05
1652170376037363.0,2010.9377932713776,1783.5451527339833,2.182976633939193,5.204176619919565,6.743857342953788,5.543297395620332e-05
1652170377036735.0,2007.4517625744463,1788.3587010382835,2.1799592724241332,5.2090608664113915,6.757621821747307,5.635320813305868e-05
1652170378036220.0,2003.97494357351,1793.5330570169426,2.1798442238650417,5.235522736575376,6.7995900567398735,5.734001278311087e-05
1652170379036768.0,2000.3245650351482,1798.8780052869565,2.1703676314421045,5.248550494284302,6.8075202968435065,5.8333197599665856e-05
1652170380037528.0,1996.914766753132,1804.1299619803476,2.1408315770564714,5.253724379074129,6.812790192347165,5.9205453529645994e-05
1652170381037009.0,1993.8518894066842,1809.2227863169453,2.1049907551061846,5.25807525494406,6.817631332690382,5.9859865018650626e-05
1652170382036263.0,1991.1213707701577,1814.3697246964286,2.035077450169425,5.262047274009319,6.818393324676947,6.0641051859065894e-05
1652170383035742.0,1988.679158542569,1819.7909675404853,2.016267543390194,5.264730766416562,6.822475437962169,6.154239308510638e-05
1652170384036662.0,1986.0623455620025,1825.3222894704054,2.043267735785854,5.26922630045425,6.826309602105596,6.271446604126441e-05
1652170385037756.0,1983.2785301046615,1830.9536609380698,2.0552439712079407,5.278029221726911,6.827025980237522,6.384184197672814e-05
1652170386037179.0,1980.3549167234914,1836.5773633466724,2.0635130863926365,5.290845389760079,6.82075054002803,6.493551111260275e-05
1652170387035986.0,1977.5790918486364,1841.8042699684916,2.0682641657773377,5.306732570985332,6.811999889169385,6.60009556532404e-05
1652170388036243.0,1975.1129351995571,1846.4680995123567,2.0682449910174903,5.320953943437644,6.809282094034245,6.665151442823728e-05
1652170389037285.0,1972.9250957465003,1850.794311561859,2.0686939999772767,5.322310242901551,6.813934035133627,6.743659804602256e-05
1652170390036322.0,1970.969939376084,1854.5346793805852,2.1222160810368176,5.3213763247388215,6.822773113892481,6.823962358261501e-05
1652170322636205.0,1969.3931447415478,1857.0728527727745,2.1948633871486525,5.320434789388173,6.825994407635335,6.795386777377625e-05
